# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "2" "-a" "consensus_peaks.mLb.clN.saf" "-s" "0" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "OSMOTIC_STRESS_T100_SE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T100_SE_REP2.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T150_SE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T0_PE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T0_PE_REP2.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T15_PE_REP1.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	OSMOTIC_STRESS_T100_SE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T100_SE_REP2.mLb.clN.sorted.bam	OSMOTIC_STRESS_T150_SE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T0_PE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T0_PE_REP2.mLb.clN.sorted.bam	OSMOTIC_STRESS_T15_PE_REP1.mLb.clN.sorted.bam
Interval_1267	XII	668892	669215	+	324	7	2	17	9	2	19
Interval_1268	XII	674007	674214	+	208	3	2	12	3	3	15
Interval_1269	XII	677624	678077	+	454	3	5	29	4	5	32
Interval_1270	XII	680450	681028	+	579	2	3	12	3	3	14
Interval_1271	XII	704057	705077	+	1021	35	19	86	33	22	94
Interval_1272	XII	707229	707460	+	232	0	0	4	0	0	7
Interval_1273	XII	710444	710956	+	513	8	9	18	9	10	22
Interval_1274	XII	713205	713507	+	303	12	4	12	13	4	12
Interval_1275	XII	722504	723774	+	1271	30	21	44	32	23	44
Interval_1276	XII	728140	728810	+	671	28	24	70	31	27	81
Interval_1277	XII	734707	734907	+	201	2	4	8	2	2	4
Interval_1278	XII	737643	738244	+	602	9	10	34	10	11	38
Interval_1279	XII	758615	759756	+	1142	24	6	68	23	5	77
Interval_1280	XII	764311	764855	+	545	8	3	14	9	5	16
Interval_1281	XII	781500	781772	+	273	12	4	23	13	6	30
Interval_1282	XII	783488	784794	+	1307	39	12	88	45	15	94
Interval_1283	XII	789802	790248	+	447	5	9	27	7	12	31
Interval_1284	XII	793659	794234	+	576	12	6	13	13	7	17
Interval_1285	XII	796366	797396	+	1031	31	29	47	38	30	49
Interval_1286	XII	805227	805697	+	471	11	10	17	12	9	19
Interval_1287	XII	808885	809572	+	688	40	26	58	44	27	65
Interval_1288	XII	818542	819356	+	815	27	15	50	28	16	54
Interval_1289	XII	820215	820539	+	325	1	5	17	2	6	18
Interval_1290	XII	826707	827358	+	652	12	10	14	13	15	15
Interval_1291	XII	827891	828698	+	808	34	16	57	37	17	61
Interval_1292	XII	830437	830850	+	414	10	8	12	10	9	12
Interval_1293	XII	837497	840152	+	2656	60	53	79	63	55	81
Interval_1294	XII	841054	841331	+	278	4	3	14	5	7	17
Interval_1295	XII	848055	848321	+	267	4	0	2	5	0	3
Interval_1296	XII	853097	853675	+	579	7	2	8	10	3	9
Interval_1297	XII	855801	856001	+	201	4	0	0	5	0	0
Interval_1298	XII	871374	872300	+	927	10	7	37	10	7	42
Interval_1299	XII	875153	875542	+	390	20	11	21	24	12	24
Interval_1300	XII	877383	878143	+	761	17	22	62	20	24	66
Interval_1301	XII	897784	898181	+	398	9	4	18	11	4	20
Interval_1302	XII	902818	904142	+	1325	15	13	31	16	14	30
Interval_1303	XII	914765	914991	+	227	0	0	8	0	0	8
Interval_1304	XII	921497	922473	+	977	37	22	71	43	24	72
Interval_1305	XII	924552	925081	+	530	29	23	44	33	33	46
Interval_1306	XII	931699	932783	+	1085	40	34	57	43	40	68
Interval_1307	XII	948265	948525	+	261	1	2	8	1	3	8
Interval_1308	XII	949602	950986	+	1385	32	30	61	33	33	67
Interval_1309	XII	954287	955434	+	1148	18	8	94	19	8	105
Interval_1310	XII	962819	963635	+	817	8	7	14	8	7	18
Interval_1311	XII	965665	965946	+	282	2	1	9	2	1	12
Interval_1312	XII	1001924	1003145	+	1222	10	13	20	12	13	23
Interval_1313	XII	1011394	1012626	+	1233	27	17	61	27	19	63
Interval_1314	XII	1013390	1014342	+	953	6	7	32	7	7	33
Interval_1315	XII	1018884	1019422	+	539	13	12	20	15	11	21
Interval_1316	XII	1028057	1028899	+	843	46	38	57	52	44	71
Interval_1317	XII	1035626	1035867	+	242	2	2	7	1	3	7
Interval_1318	XII	1043632	1043922	+	291	5	4	11	5	6	10
Interval_1319	XII	1056631	1056892	+	262	1	1	8	2	2	11
Interval_1320	XII	1064370	1065455	+	1086	65	71	67	88	82	98
Interval_1321	XII	1071477	1071936	+	460	7	9	17	23	23	43
Interval_1322	XIII	5364	5713	+	350	7	8	12	12	15	19
Interval_1323	XIII	14557	15428	+	872	11	6	37	13	6	42
Interval_1324	XIII	16696	17296	+	601	10	3	33	11	4	37
Interval_1325	XIII	25947	26818	+	872	24	38	35	29	38	36
Interval_1326	XIII	29245	30398	+	1154	18	14	33	16	14	34
Interval_1327	XIII	37784	38174	+	391	1	5	15	2	7	19
Interval_1328	XIII	46417	47217	+	801	6	7	14	6	9	15
Interval_1329	XIII	50869	51533	+	665	1	4	23	1	5	25
Interval_1330	XIII	67692	68405	+	714	13	8	29	13	8	29
Interval_1331	XIII	69640	70593	+	954	35	25	84	37	27	95
Interval_1332	XIII	73473	73680	+	208	0	0	7	0	1	8
Interval_1333	XIII	76894	77080	+	187	1	3	4	3	3	7
Interval_1334	XIII	91019	92196	+	1178	23	16	56	24	18	59
Interval_1335	XIII	99409	99609	+	201	1	3	13	1	4	14
Interval_1336	XIII	101311	101805	+	495	13	7	34	14	8	34
Interval_1337	XIII	104203	104645	+	443	9	5	17	12	6	18
Interval_1338	XIII	119038	119663	+	626	8	12	42	8	15	44
Interval_1339	XIII	124166	124596	+	431	16	15	28	17	17	31
Interval_1340	XIII	131639	131939	+	301	8	4	12	10	4	15
Interval_1341	XIII	133139	133504	+	366	4	0	18	5	1	18
Interval_1342	XIII	144806	144999	+	194	1	0	5	1	0	5
Interval_1343	XIII	145797	146494	+	698	20	17	44	19	22	43
Interval_1344	XIII	158844	160095	+	1252	17	7	38	19	8	43
Interval_1345	XIII	167149	167931	+	783	5	1	20	5	1	27
Interval_1346	XIII	169831	170318	+	488	26	19	48	31	19	55
Interval_1347	XIII	178031	178458	+	428	8	3	14	11	4	19
Interval_1348	XIII	183812	184012	+	201	3	6	4	3	6	4
Interval_1349	XIII	192079	192524	+	446	5	3	17	5	3	19
Interval_1350	XIII	195825	196409	+	585	7	11	12	11	11	15
Interval_1351	XIII	209117	209412	+	296	2	6	15	3	6	16
Interval_1352	XIII	219818	221204	+	1387	25	12	64	28	13	70
Interval_1353	XIII	223884	224226	+	343	16	9	27	15	10	31
Interval_1354	XIII	225451	225888	+	438	16	17	41	22	17	47
Interval_1355	XIII	236206	236563	+	358	5	3	18	6	5	18
Interval_1356	XIII	243995	244195	+	201	7	4	9	7	5	11
Interval_1357	XIII	245797	246055	+	259	1	5	10	3	6	11
Interval_1358	XIII	253097	253783	+	687	18	18	57	19	17	66
Interval_1359	XIII	258839	259295	+	457	12	3	19	14	3	20
Interval_1360	XIII	262779	263434	+	656	6	4	34	6	7	33
Interval_1361	XIII	266859	267113	+	255	6	5	16	7	4	20
Interval_1362	XIII	271492	272238	+	747	20	26	47	23	31	51
Interval_1363	XIII	272819	273113	+	295	6	3	15	7	3	18
Interval_1364	XIII	279727	280164	+	438	11	9	17	12	9	19
Interval_1365	XIII	282803	283470	+	668	8	5	54	11	5	63
Interval_1366	XIII	287370	287849	+	480	25	15	36	25	16	44
Interval_1367	XIII	290904	291103	+	200	5	4	3	7	5	4
Interval_1368	XIII	296738	297068	+	331	10	9	18	10	9	18
Interval_1369	XIII	302708	303165	+	458	10	15	35	12	19	37
Interval_1370	XIII	306050	307019	+	970	40	41	92	42	44	106
Interval_1371	XIII	311969	312219	+	251	0	1	14	1	2	14
Interval_1372	XIII	318342	318766	+	425	6	1	18	6	1	18
Interval_1373	XIII	325495	325831	+	337	6	5	13	5	5	15
Interval_1374	XIII	330378	330910	+	533	2	0	8	3	0	12
Interval_1375	XIII	334699	335159	+	461	10	5	20	13	6	21
Interval_1376	XIII	337476	337699	+	224	2	1	8	2	1	10
Interval_1377	XIII	340894	341268	+	375	9	3	15	9	3	18
Interval_1378	XIII	346993	347740	+	748	19	13	74	25	12	79
Interval_1379	XIII	349753	350127	+	375	13	7	27	14	10	35
Interval_1380	XIII	352302	353551	+	1250	39	33	102	40	35	117
Interval_1381	XIII	361673	363284	+	1612	15	17	28	24	25	33
Interval_1382	XIII	372250	372604	+	355	9	1	19	9	2	20
Interval_1383	XIII	379085	379485	+	401	14	9	18	15	11	25
Interval_1384	XIII	387824	388715	+	892	31	32	74	34	32	76
Interval_1385	XIII	396426	396964	+	539	7	4	18	6	4	20
Interval_1386	XIII	401228	401618	+	391	2	0	16	2	0	15
Interval_1387	XIII	407631	408884	+	1254	58	55	141	63	59	153
Interval_1388	XIII	413548	413821	+	274	3	4	11	3	4	14
Interval_1389	XIII	420204	420729	+	526	10	6	32	10	7	33
Interval_1390	XIII	424594	424902	+	309	2	2	15	2	2	14
Interval_1391	XIII	431544	431991	+	448	9	3	39	10	4	43
Interval_1392	XIII	433366	434644	+	1279	28	28	95	33	31	101
Interval_1393	XIII	438821	439143	+	323	4	6	25	5	7	25
Interval_1394	XIII	445259	445478	+	220	6	2	10	6	2	10
Interval_1395	XIII	453611	453838	+	228	5	2	7	5	2	8
Interval_1396	XIII	463114	463677	+	564	9	9	8	10	9	8
Interval_1397	XIII	465649	465966	+	318	3	6	16	5	7	20
Interval_1398	XIII	472541	473409	+	869	18	25	52	20	27	53
Interval_1399	XIII	477707	478902	+	1196	9	4	71	9	2	75
Interval_1400	XIII	480470	480917	+	448	7	8	3	8	9	4
Interval_1401	XIII	482495	483774	+	1280	10	9	44	11	9	47
Interval_1402	XIII	500817	501036	+	220	8	2	8	7	1	8
Interval_1403	XIII	504714	505058	+	345	7	5	12	9	8	17
Interval_1404	XIII	510341	511289	+	949	37	29	83	38	30	91
Interval_1405	XIII	517500	517700	+	201	0	1	7	0	1	9
Interval_1406	XIII	540107	540894	+	788	41	22	97	46	27	110
Interval_1407	XIII	545649	545975	+	327	3	3	19	4	3	23
Interval_1408	XIII	551148	551924	+	777	47	38	71	52	43	83
Interval_1409	XIII	556742	557418	+	677	22	33	60	28	37	68
Interval_1410	XIII	560535	560814	+	280	3	7	17	3	6	20
Interval_1411	XIII	564316	564554	+	239	5	1	0	5	1	2
Interval_1412	XIII	577378	577973	+	596	4	2	21	4	4	24
Interval_1413	XIII	589600	589814	+	215	1	4	12	2	3	12
Interval_1414	XIII	592284	593028	+	745	5	2	24	5	4	28
Interval_1415	XIII	594584	594802	+	219	3	0	7	3	0	8
Interval_1416	XIII	598879	599450	+	572	5	1	28	5	1	30
Interval_1417	XIII	600883	601545	+	663	5	6	46	5	6	49
Interval_1418	XIII	605831	606031	+	201	1	3	10	2	3	12
Interval_1419	XIII	608156	608557	+	402	2	5	31	3	6	33
Interval_1420	XIII	610202	610572	+	371	2	0	12	2	0	16
Interval_1421	XIII	616115	616323	+	209	5	1	4	7	0	4
Interval_1422	XIII	624131	624623	+	493	4	2	18	6	2	20
Interval_1423	XIII	625673	626261	+	589	4	7	19	6	8	21
Interval_1424	XIII	627879	628289	+	411	10	6	16	10	6	19
Interval_1425	XIII	637091	637641	+	551	10	7	22	8	7	26
Interval_1426	XIII	652059	653951	+	1893	62	26	138	70	27	148
Interval_1427	XIII	661533	662279	+	747	27	14	70	31	13	75
Interval_1428	XIII	667168	667487	+	320	7	4	13	7	4	14
Interval_1429	XIII	674992	675569	+	578	22	15	44	24	17	49
Interval_1430	XIII	683868	684322	+	455	2	2	20	2	2	20
Interval_1431	XIII	695088	695352	+	265	4	2	10	4	4	14
Interval_1432	XIII	701176	701376	+	201	5	3	1	9	3	3
Interval_1433	XIII	732184	732384	+	201	4	7	5	4	5	8
Interval_1434	XIII	742880	743065	+	186	4	1	1	6	1	2
Interval_1435	XIII	743521	743796	+	276	4	3	10	5	3	11
Interval_1436	XIII	751267	751835	+	569	13	7	31	12	7	33
Interval_1437	XIII	754275	754639	+	365	16	5	34	20	5	38
Interval_1438	XIII	758902	759479	+	578	36	22	48	36	25	50
Interval_1439	XIII	760154	760457	+	304	3	4	20	4	6	19
Interval_1440	XIII	763251	763498	+	248	0	2	13	2	2	14
Interval_1441	XIII	768213	768507	+	295	3	0	13	5	0	16
Interval_1442	XIII	773249	774715	+	1467	33	22	164	37	24	174
Interval_1443	XIII	777241	777708	+	468	9	6	21	12	8	25
Interval_1444	XIII	793432	793757	+	326	3	2	21	3	3	24
Interval_1445	XIII	797907	798374	+	468	22	14	39	23	15	47
Interval_1446	XIII	807956	809031	+	1076	13	9	14	14	8	16
Interval_1447	XIII	810720	811146	+	427	12	3	17	13	3	20
Interval_1448	XIII	818702	819017	+	316	1	0	16	1	1	16
Interval_1449	XIII	820043	820387	+	345	3	1	10	2	2	14
Interval_1450	XIII	831450	832465	+	1016	7	5	28	7	5	32
Interval_1451	XIII	835027	835233	+	207	0	0	11	0	0	12
Interval_1452	XIII	841643	841843	+	201	1	0	9	1	0	10
Interval_1453	XIII	851616	852531	+	916	18	12	56	17	11	56
Interval_1454	XIII	861000	861968	+	969	22	18	56	23	18	55
Interval_1455	XIII	863443	863677	+	235	5	1	4	6	1	4
Interval_1456	XIII	867444	867671	+	228	0	6	6	1	6	7
Interval_1457	XIII	872541	873107	+	567	13	8	33	13	8	34
Interval_1458	XIII	874637	874843	+	207	0	1	11	0	1	12
Interval_1459	XIII	880416	880989	+	574	13	17	32	15	17	34
Interval_1460	XIII	886354	886914	+	561	17	6	28	16	7	33
Interval_1461	XIII	895446	895683	+	238	6	1	9	6	1	9
Interval_1462	XIII	897531	897924	+	394	4	3	10	3	3	11
Interval_1463	XIII	901204	901659	+	456	11	5	22	9	6	25
Interval_1464	XIII	902665	902860	+	196	1	2	5	2	1	7
Interval_1465	XIII	904194	904846	+	653	9	12	16	9	14	17
Interval_1466	XIII	905920	906311	+	392	3	3	18	5	5	19
Interval_1467	XIII	914894	915754	+	861	28	37	53	34	37	54
Interval_1468	XIII	923411	924422	+	1012	70	57	57	87	63	61
Interval_1469	XIV	6558	7336	+	779	50	50	40	59	50	39
Interval_1470	XIV	19202	19441	+	240	5	2	4	7	3	2
Interval_1471	XIV	22813	23823	+	1011	16	7	18	16	7	20
Interval_1472	XIV	34196	34752	+	557	11	6	15	12	6	19
Interval_1473	XIV	37004	37742	+	739	2	3	12	2	3	16
Interval_1474	XIV	47907	48222	+	316	3	1	12	4	2	12
Interval_1475	XIV	51658	52023	+	366	7	1	13	8	3	15
Interval_1476	XIV	57561	58243	+	683	18	9	20	18	11	21
Interval_1477	XIV	59800	60188	+	389	9	3	28	9	3	31
Interval_1478	XIV	62922	63510	+	589	20	19	41	24	21	47
Interval_1479	XIV	65164	65531	+	368	1	8	20	1	10	19
Interval_1480	XIV	68465	68889	+	425	8	8	23	10	8	27
Interval_1481	XIV	76659	76945	+	287	0	0	13	0	0	15
Interval_1482	XIV	87069	87700	+	632	12	14	33	15	14	35
Interval_1483	XIV	88941	90110	+	1170	21	22	30	22	24	33
Interval_1484	XIV	91548	91801	+	254	4	4	16	6	4	19
Interval_1485	XIV	96104	96570	+	467	13	7	14	16	6	22
Interval_1486	XIV	104139	104942	+	804	11	12	16	12	13	15
Interval_1487	XIV	107131	107637	+	507	13	7	19	14	7	24
Interval_1488	XIV	110237	110825	+	589	9	9	19	9	11	24
Interval_1489	XIV	112641	113062	+	422	7	2	31	7	2	34
Interval_1490	XIV	116307	117067	+	761	10	13	27	11	13	28
Interval_1491	XIV	135623	135881	+	259	1	0	9	2	1	14
Interval_1492	XIV	137891	138506	+	616	15	7	31	18	9	32
Interval_1493	XIV	167969	168175	+	207	3	1	7	4	1	9
Interval_1494	XIV	172805	173682	+	878	5	6	17	4	6	19
Interval_1495	XIV	174575	174982	+	408	7	6	19	9	7	19
Interval_1496	XIV	187414	188029	+	616	11	5	10	11	8	10
Interval_1497	XIV	197986	198925	+	940	37	24	78	34	24	73
Interval_1498	XIV	209772	210362	+	591	13	6	19	13	7	21
Interval_1499	XIV	211519	211788	+	270	0	0	10	0	0	10
Interval_1500	XIV	217300	217751	+	452	16	6	38	16	6	39
Interval_1501	XIV	233773	234091	+	319	8	7	12	8	9	15
Interval_1502	XIV	239797	240313	+	517	15	3	10	17	4	12
Interval_1503	XIV	241551	241805	+	255	7	2	7	8	2	6
Interval_1504	XIV	254125	254646	+	522	4	3	19	4	4	22
Interval_1505	XIV	273829	274356	+	528	1	1	37	1	1	40
Interval_1506	XIV	275786	276296	+	511	4	9	33	4	9	35
Interval_1507	XIV	276967	277264	+	298	6	1	2	7	3	2
Interval_1508	XIV	281426	282058	+	633	24	15	41	25	14	44
Interval_1509	XIV	288988	290004	+	1017	9	3	23	10	3	25
Interval_1510	XIV	292625	292814	+	190	2	1	5	2	1	8
Interval_1511	XIV	295664	295957	+	294	2	2	13	2	3	15
Interval_1512	XIV	301058	302569	+	1512	35	22	83	37	23	93
Interval_1513	XIV	309986	310502	+	517	13	4	23	14	4	28
Interval_1514	XIV	317827	318807	+	981	8	3	31	8	3	35
Interval_1515	XIV	330871	331336	+	466	24	15	50	26	18	56
Interval_1516	XIV	332328	332557	+	230	4	3	6	5	2	8
Interval_1517	XIV	335786	336250	+	465	9	4	46	9	5	51
Interval_1518	XIV	337902	338412	+	511	11	2	5	11	3	6
Interval_1519	XIV	339379	340432	+	1054	10	1	36	11	2	39
Interval_1520	XIV	342095	342307	+	213	3	1	10	4	2	10
Interval_1521	XIV	349740	350573	+	834	44	22	83	49	25	100
Interval_1522	XIV	355208	355984	+	777	31	25	65	38	30	81
Interval_1523	XIV	365871	366632	+	762	7	2	23	7	2	25
Interval_1524	XIV	370361	370646	+	286	0	2	4	0	3	6
Interval_1525	XIV	373445	375183	+	1739	31	17	56	33	18	57
Interval_1526	XIV	392420	392836	+	417	5	4	20	5	4	21
Interval_1527	XIV	398184	398378	+	195	0	1	5	0	1	6
Interval_1528	XIV	405625	406041	+	417	15	13	35	16	14	35
Interval_1529	XIV	412354	412823	+	470	8	4	10	12	3	10
Interval_1530	XIV	415612	416621	+	1010	11	17	9	11	19	8
Interval_1531	XIV	417561	417842	+	282	6	3	14	6	3	16
Interval_1532	XIV	418507	418739	+	233	2	1	11	2	2	11
Interval_1533	XIV	426912	427679	+	768	28	25	73	32	25	81
Interval_1534	XIV	440681	441300	+	620	23	14	67	24	17	74
Interval_1535	XIV	442511	443175	+	665	11	7	19	12	11	27
Interval_1536	XIV	444360	444715	+	356	11	6	16	14	7	16
Interval_1537	XIV	447083	447395	+	313	6	3	18	6	4	18
Interval_1538	XIV	452039	452306	+	268	6	2	12	7	3	13
Interval_1539	XIV	456031	456293	+	263	6	1	8	6	1	13
Interval_1540	XIV	466352	466713	+	362	3	2	7	3	3	9
Interval_1541	XIV	478101	480052	+	1952	23	17	43	27	18	46
Interval_1542	XIV	480654	481188	+	535	8	2	17	8	2	19
Interval_1543	XIV	483207	483489	+	283	0	2	11	0	2	12
Interval_1544	XIV	490967	491566	+	600	6	5	35	7	6	36
Interval_1545	XIV	495054	495489	+	436	17	19	46	19	22	48
Interval_1546	XIV	498726	499442	+	717	13	6	13	15	7	13
Interval_1547	XIV	500403	500903	+	501	10	10	38	12	12	43
Interval_1548	XIV	502786	503530	+	745	18	15	56	19	14	57
Interval_1549	XIV	507323	507704	+	382	7	7	19	8	7	23
Interval_1550	XIV	514929	515338	+	410	0	5	12	0	7	13
Interval_1551	XIV	518682	519208	+	527	8	5	29	8	5	35
Interval_1552	XIV	525321	526182	+	862	6	2	19	7	4	19
Interval_1553	XIV	537977	538250	+	274	1	2	11	1	3	17
Interval_1554	XIV	542068	542268	+	201	1	3	5	1	3	5
Interval_1555	XIV	546635	547851	+	1217	20	14	34	21	15	36
Interval_1556	XIV	549050	549331	+	282	1	2	7	1	2	8
Interval_1557	XIV	551933	552229	+	297	2	2	15	2	4	16
Interval_1558	XIV	558988	560859	+	1872	46	39	103	47	38	112
Interval_1559	XIV	567296	568442	+	1147	11	13	17	13	21	25
Interval_1560	XIV	569299	570145	+	847	23	16	29	24	18	32
Interval_1561	XIV	576063	577023	+	961	25	23	51	26	25	52
Interval_1562	XIV	578681	579200	+	520	9	3	24	11	3	30
Interval_1563	XIV	586375	587820	+	1446	23	13	32	23	13	34
Interval_1564	XIV	602134	602754	+	621	15	9	20	17	10	25
Interval_1565	XIV	604660	605504	+	845	9	11	40	9	13	43
Interval_1566	XIV	613246	613547	+	302	0	0	5	0	0	9
Interval_1567	XIV	619771	620052	+	282	7	6	14	11	6	19
Interval_1568	XIV	622336	622765	+	430	5	7	12	7	7	15
Interval_1569	XIV	623894	624391	+	498	0	4	7	0	4	11
Interval_1570	XIV	631327	632815	+	1489	16	29	32	17	30	33
Interval_1571	XIV	633719	634319	+	601	8	2	24	9	2	29
Interval_1572	XIV	642174	642470	+	297	1	7	4	1	9	6
Interval_1573	XIV	651863	652434	+	572	15	10	63	18	12	67
Interval_1574	XIV	653347	653531	+	185	4	1	5	4	1	5
Interval_1575	XIV	661865	662626	+	762	42	34	59	41	37	59
Interval_1576	XIV	663410	664335	+	926	29	19	53	30	24	60
Interval_1577	XIV	674823	675994	+	1172	4	7	24	5	7	25
Interval_1578	XIV	691790	692296	+	507	3	1	11	3	1	15
Interval_1579	XIV	694048	694314	+	267	7	3	8	8	4	9
Interval_1580	XIV	695367	695738	+	372	6	2	12	8	2	15
Interval_1581	XIV	707277	708610	+	1334	17	14	33	18	15	36
Interval_1582	XIV	711530	711723	+	194	2	0	5	2	1	6
Interval_1583	XIV	713180	713845	+	666	1	3	11	2	4	15
Interval_1584	XIV	726020	726200	+	181	5	2	4	8	2	6
Interval_1585	XIV	736043	736906	+	864	6	5	20	7	5	21
Interval_1586	XIV	738971	739773	+	803	17	16	51	20	17	59
Interval_1587	XIV	750049	750249	+	201	3	3	10	3	4	11
Interval_1588	XIV	759317	759517	+	201	3	4	6	5	4	7
Interval_1589	XIV	763098	763955	+	858	9	3	10	9	6	14
Interval_1590	XIV	764158	764435	+	278	2	3	2	2	5	2
Interval_1591	XIV	783435	784308	+	874	35	37	31	44	39	43
Interval_1592	XV	0	854	+	855	63	61	58	72	70	63
Interval_1593	XV	8625	8825	+	201	0	5	7	2	7	10
Interval_1594	XV	21084	21829	+	746	10	13	21	11	12	22
Interval_1595	XV	27500	28109	+	610	14	14	13	19	24	17
Interval_1596	XV	31655	32298	+	644	7	9	24	8	11	24
Interval_1597	XV	33431	34295	+	865	6	3	19	7	3	20
Interval_1598	XV	38745	39506	+	762	1	4	12	2	5	15
Interval_1599	XV	43381	43782	+	402	3	1	16	3	3	18
Interval_1600	XV	44811	45024	+	214	0	1	8	0	1	8
Interval_1601	XV	47699	48215	+	517	6	2	7	4	3	7
Interval_1602	XV	55062	55813	+	752	16	6	46	18	8	48
Interval_1603	XV	58504	58769	+	266	11	2	17	11	2	17
Interval_1604	XV	61071	61319	+	249	8	1	9	8	2	11
Interval_1605	XV	65267	66115	+	849	3	1	14	3	1	16
Interval_1606	XV	69024	70317	+	1294	24	16	38	27	17	40
Interval_1607	XV	79851	80278	+	428	21	11	41	26	11	45
Interval_1608	XV	82747	83679	+	933	25	26	73	30	29	75
Interval_1609	XV	92918	93574	+	657	16	14	32	17	14	37
Interval_1610	XV	94384	94751	+	368	14	8	25	13	10	26
Interval_1611	XV	103869	104191	+	323	4	3	17	4	3	20
Interval_1612	XV	108974	110177	+	1204	101	64	154	111	67	167
Interval_1613	XV	117581	118171	+	591	3	10	16	9	13	28
Interval_1614	XV	127948	128892	+	945	16	13	27	18	14	31
Interval_1615	XV	135714	136321	+	608	3	4	18	3	4	21
Interval_1616	XV	158987	162149	+	3163	97	98	134	103	108	144
Interval_1617	XV	167963	168700	+	738	17	16	24	18	18	26
Interval_1618	XV	170095	170805	+	711	11	22	19	10	21	18
Interval_1619	XV	180758	181616	+	859	3	2	17	3	3	17
Interval_1620	XV	207166	207464	+	299	0	2	11	0	2	12
Interval_1621	XV	216108	216864	+	757	33	27	68	35	30	74
Interval_1622	XV	218723	219147	+	425	11	9	40	12	13	42
Interval_1623	XV	228287	228617	+	331	11	7	9	15	7	11
Interval_1624	XV	231921	232749	+	829	15	8	55	15	8	58
Interval_1625	XV	233792	235083	+	1292	20	16	42	19	17	46
Interval_1626	XV	238476	238676	+	201	1	2	8	1	2	10
Interval_1627	XV	253632	254236	+	605	26	29	60	28	30	69
Interval_1628	XV	255068	255434	+	367	6	2	16	7	1	17
Interval_1629	XV	259306	259836	+	531	0	8	12	0	8	15
Interval_1630	XV	267452	268074	+	623	8	4	27	8	5	26
Interval_1631	XV	273712	274893	+	1182	16	19	55	22	21	63
Interval_1632	XV	285448	286041	+	594	8	10	40	11	11	48
Interval_1633	XV	288194	288728	+	535	19	12	31	22	14	33
Interval_1634	XV	296201	296935	+	735	5	5	23	5	5	26
Interval_1635	XV	299189	299464	+	276	0	0	17	0	0	17
Interval_1636	XV	301030	301323	+	294	11	5	20	11	4	24
Interval_1637	XV	304118	305198	+	1081	34	17	87	37	20	94
Interval_1638	XV	312555	312875	+	321	4	4	16	5	3	19
Interval_1639	XV	315899	316837	+	939	28	17	40	29	18	39
Interval_1640	XV	331254	331458	+	205	2	2	11	2	2	12
Interval_1641	XV	347309	347671	+	363	6	4	15	8	5	17
Interval_1642	XV	349030	349768	+	739	9	3	27	10	3	28
Interval_1643	XV	357252	357569	+	318	1	2	10	1	1	11
Interval_1644	XV	370730	371670	+	941	6	5	34	6	7	34
Interval_1645	XV	377704	378241	+	538	11	7	42	12	11	49
Interval_1646	XV	382988	383363	+	376	4	2	21	4	2	27
Interval_1647	XV	384720	385566	+	847	12	9	54	10	9	60
Interval_1648	XV	391298	392059	+	762	19	7	55	20	8	60
Interval_1649	XV	407856	408424	+	569	4	3	20	5	3	23
Interval_1650	XV	413767	414153	+	387	2	1	8	2	1	11
Interval_1651	XV	417869	418339	+	471	6	3	22	6	3	22
Interval_1652	XV	424100	424717	+	618	19	13	66	20	14	77
Interval_1653	XV	427070	427647	+	578	9	1	20	9	1	26
Interval_1654	XV	429596	430595	+	1000	4	4	43	4	5	43
Interval_1655	XV	431759	432055	+	297	8	3	12	8	4	13
Interval_1656	XV	438688	438968	+	281	1	4	11	3	5	13
Interval_1657	XV	443362	444489	+	1128	27	20	71	28	20	81
Interval_1658	XV	446195	447100	+	906	20	6	42	20	6	47
Interval_1659	XV	448964	449186	+	223	1	2	12	1	2	12
Interval_1660	XV	461532	462942	+	1411	25	12	79	26	15	88
Interval_1661	XV	464471	464692	+	222	7	4	7	9	4	9
Interval_1662	XV	467753	468031	+	279	1	0	3	1	0	6
Interval_1663	XV	471678	472724	+	1047	15	10	33	18	10	37
Interval_1664	XV	479614	482063	+	2450	23	14	87	26	14	101
Interval_1665	XV	487003	487946	+	944	25	16	38	28	18	43
Interval_1666	XV	493026	493256	+	231	2	1	13	3	1	13
Interval_1667	XV	494014	494928	+	915	34	19	78	39	17	83
Interval_1668	XV	504610	505795	+	1186	31	33	63	35	37	72
Interval_1669	XV	511296	511770	+	475	21	11	45	23	14	53
Interval_1670	XV	514145	515128	+	984	15	12	55	17	14	57
Interval_1671	XV	520395	520975	+	581	14	15	44	16	15	49
Interval_1672	XV	522598	522899	+	302	1	7	7	2	8	7
Interval_1673	XV	533816	534093	+	278	1	0	11	1	1	12
Interval_1674	XV	550771	550981	+	211	0	1	11	0	1	12
